MAG,MG,Coverage
MAG11614,343349_MG,6.1468005
MAG11615,343352_MG,3363.409
MAG11616,343352_MG,89.609
MAG11617,343356_MG,10.262964
MAG11618,343356_MG,90.14153
MAG11619,343356_MG,1849.4174
MAG11620,343356_MG,131.23996
MAG11621,343356_MG,44.635834
MAG11622,343356_MG,71.17539
MAG11623,343356_MG,21.66465
MAG11624,343357_MG,711.9425
MAG11625,343360_MG,36.871128
MAG11626,343360_MG,26.350466
MAG11627,343360_MG,12.317897
MAG11628,343360_MG,65.14103
MAG11629,343360_MG,83.65093
MAG11630,343360_MG,19.638283
MAG11631,343360_MG,14.569666
MAG11632,343360_MG,128.4828
MAG11633,343360_MG,14.871467
MAG11634,343360_MG,166.44666
MAG11635,343360_MG,49.820396
MAG11636,343360_MG,49.87561
MAG11637,343363_MG,34.641685
MAG11638,343363_MG,2948.0051
MAG11639,343363_MG,155.888
MAG11640,343363_MG,57.562477
MAG11641,343365_MG,19.355093
MAG11642,343368_MG,12.023497
MAG11643,343368_MG,12.492438
MAG11644,343368_MG,41.93524
MAG11645,343368_MG,48.6422
MAG11646,343368_MG,420.90616
MAG11647,343368_MG,46.58873
MAG11648,343368_MG,39.714725
MAG11649,343368_MG,1864.1301
MAG11650,343368_MG,14.249436
MAG11651,343368_MG,10.940342
MAG11652,343368_MG,48.282055
MAG11653,343368_MG,11.39753
MAG11654,343368_MG,70.43907
MAG11655,343368_MG,41.902946
MAG11656,343368_MG,250.88525
MAG11657,343368_MG,326.0082
MAG11658,343368_MG,113.07291
MAG11659,343368_MG,43.17915
MAG11660,343368_MG,11.629907
MAG11661,343368_MG,31.941048
MAG11662,343368_MG,14.866887
MAG11663,343370_MG,15.549004
MAG11664,343370_MG,32.236988
MAG11665,343370_MG,200.48663
MAG11666,343370_MG,10.031718
MAG11667,343370_MG,33.917545
MAG11668,343370_MG,12.743402
MAG11669,343370_MG,10.04678
MAG11670,343370_MG,48.944077
MAG11671,343370_MG,22.373331
MAG11672,343370_MG,24.8671
MAG11673,343370_MG,10.698698
MAG11674,343370_MG,26.38253
MAG11675,343370_MG,214.51434
MAG11676,343373_MG,3083.335
MAG11677,343373_MG,1170.4838
MAG11678,343377_MG,10.386581
MAG11679,343377_MG,63.854797
MAG11680,343377_MG,40.92941
MAG11681,343377_MG,168.20541
MAG11682,343377_MG,597.56665
MAG11683,343377_MG,186.29942
MAG11684,343377_MG,92.533325
MAG11685,343377_MG,14.567116
MAG11686,343377_MG,7.2895675
MAG11687,343378_MG,69.70705
MAG11688,343378_MG,46.33675
MAG11689,343378_MG,119.63465
MAG11690,343378_MG,75.36699
MAG11691,343378_MG,41.851162
MAG11692,343378_MG,694.2282
MAG11693,343378_MG,259.15625
MAG11694,343378_MG,26.226727
MAG11695,343378_MG,82.95576
MAG11696,343378_MG,132.31805
MAG11697,343378_MG,2464.166
MAG11698,343378_MG,89.10899
MAG11699,343381_MG,100.10207
MAG11700,343388_MG,17.63466
MAG11701,343388_MG,411.61768
MAG11702,343388_MG,27.325005
MAG11703,343389_MG,58.43881
MAG11704,343393_MG,164.93498
MAG11705,343393_MG,356.58023
MAG11706,343393_MG,266.26144
MAG11707,343393_MG,38.90822
MAG11708,343393_MG,185.42664
MAG11709,343393_MG,51.635666
MAG11710,343393_MG,48.264343
MAG11711,343393_MG,118.79613
MAG11712,343393_MG,24.760015
MAG11713,343393_MG,41.10039
MAG11714,343393_MG,141.2266
MAG11715,343393_MG,1812.5437
MAG11716,343393_MG,38.119465
MAG11717,343393_MG,10.01639
MAG11718,343393_MG,11.320188
MAG11719,343393_MG,27.832413
MAG11720,343393_MG,9.105086
MAG11721,343393_MG,64.052635
MAG11722,343393_MG,9.265032
MAG11723,343393_MG,27.356302
MAG11724,343393_MG,2801.6826
MAG11725,343393_MG,13.108181
MAG11726,343393_MG,10.317131
MAG11727,343393_MG,10.6384325
MAG11728,343396_MG,385.0997
MAG11729,343396_MG,74.62021
MAG11730,343398_MG,62.41471
MAG11731,343398_MG,1199.9879
MAG11732,343398_MG,16.328169
MAG11733,343398_MG,23.892288
MAG11734,343401_MG,14.6942835
MAG11735,343401_MG,57.391563
MAG11736,343401_MG,313.99326
MAG11737,343401_MG,60.10432
MAG11738,343401_MG,29.73948
MAG11739,343401_MG,48.163254
MAG11740,343401_MG,18.739443
MAG11741,343402_MG,36.524994
MAG11742,343402_MG,248.09938
MAG11743,343402_MG,29.745127
MAG11744,343402_MG,46.932114
MAG11745,343402_MG,53.806183
MAG11746,343402_MG,8.600475
MAG11747,343406_MG,1515.7626
MAG11748,343406_MG,100.91415
MAG11749,343409_MG,873.47766
MAG11750,343411_MG,16.717518
MAG11751,343411_MG,97.69311
MAG11752,343415_MG,16.484146
MAG11753,343415_MG,38.953484
MAG11754,343415_MG,58.27066
MAG11755,343415_MG,6.3695536
MAG11756,343415_MG,7.7069974
MAG11757,343415_MG,37.33056
MAG11758,343415_MG,25.16525
MAG11759,343415_MG,9.809407
MAG11760,343415_MG,13.541743
MAG11761,343415_MG,15.814401
MAG11762,343415_MG,10.5968685
MAG11763,343415_MG,8.0218
MAG11764,343415_MG,69.060135
MAG11765,343415_MG,13.59227
MAG11766,343415_MG,12.013005
MAG11767,343415_MG,59.8407
MAG11768,343415_MG,15.616108
MAG11769,343415_MG,15.066811
MAG11770,343415_MG,123.51968
MAG11771,343416_MG,18.40071
MAG11772,343416_MG,82.09969
MAG11773,343416_MG,15.789417
MAG11774,343416_MG,43.0053
MAG11775,343416_MG,41.198597
MAG11776,343416_MG,13.1690445
MAG11777,343416_MG,28.473837
MAG11778,343418_MG,103.88029
MAG11779,343418_MG,288.34235
MAG11780,343422_MG,36.838142
MAG11781,343422_MG,6.147724
MAG11782,343422_MG,22.320044
MAG11783,343422_MG,5.3404403
MAG11784,343422_MG,7.9213643
MAG11785,343422_MG,307.4922
MAG11786,343422_MG,31.027134
MAG11787,343422_MG,59.94157
MAG11788,343422_MG,15.497434
MAG11789,343422_MG,58.848
MAG11790,343422_MG,45.568245
MAG11791,343422_MG,109.79581
MAG11792,343424_MG,1076.8025
MAG11793,343424_MG,273.34738
MAG11794,343425_MG,371.9823
MAG11795,343432_MG,529.7975
MAG11796,343434_MG,13.693708
MAG11797,343434_MG,8.285356
MAG11798,343434_MG,96.67009
MAG11799,343434_MG,8.928291
MAG11800,343434_MG,16.271433
MAG11801,343434_MG,18.222204
MAG11802,343434_MG,26.966867
MAG11803,343434_MG,20.698954
MAG11804,343434_MG,14.672288
MAG11805,343434_MG,54.42067
MAG11806,343434_MG,32.61754
MAG11807,343435_MG,142.05458
MAG11808,343435_MG,328.44308
MAG11809,343435_MG,308.00262
MAG11810,343435_MG,51.637028
MAG11811,343435_MG,22.375345
MAG11812,343435_MG,203.72546
MAG11813,343435_MG,127.136055
MAG11814,343435_MG,14.184514
MAG11815,343435_MG,138.67413
MAG11816,343435_MG,24.816519
MAG11817,343435_MG,19.52292
MAG11818,343435_MG,25.478926
MAG11819,343435_MG,21.363039
MAG11820,343435_MG,361.03308
MAG11821,343435_MG,29.291256
MAG11822,343439_MG,493.0218
MAG11823,343442_MG,22.311808
MAG11824,343442_MG,12.156264
MAG11825,343442_MG,18.646097
MAG11826,343442_MG,49.479668
MAG11827,343442_MG,4468.1807
MAG11828,343442_MG,50.346146
MAG11829,343442_MG,81.52958
MAG11830,343442_MG,173.01642
MAG11831,343442_MG,33.35795
MAG11832,343442_MG,50.210968
MAG11833,343442_MG,39.933956
MAG11834,343442_MG,40.66278
MAG11835,343442_MG,76.06072
MAG11836,343442_MG,15.638453
MAG11837,343444_MG,12.137194
MAG11838,343444_MG,320.6964
MAG11839,343444_MG,25.847376
MAG11840,343446_MG,75.72899
MAG11841,343446_MG,35.71404
MAG11842,343446_MG,20.770678
MAG11843,343446_MG,10.128011
MAG11844,343446_MG,7.897508
MAG11845,343446_MG,17.59316
MAG11846,343449_MG,7.947082
MAG11847,343449_MG,641.1527
MAG11848,343449_MG,14.223692
MAG11849,343449_MG,43.90504
MAG11850,343449_MG,17.088865
MAG11851,343449_MG,11.397884
MAG11852,343449_MG,6.7239985
MAG11853,343452_MG,16.096495
MAG11854,343452_MG,147.91502
MAG11855,343452_MG,99.54557
MAG11856,343454_MG,461.5264
MAG11857,343454_MG,1760.8102
MAG11858,343457_MG,98.86603
MAG11859,343457_MG,36.25657
MAG11860,343457_MG,292.14297
MAG11861,343459_MG,29.365044
MAG11862,343459_MG,51.32008
MAG11863,343463_MG,94.92672
MAG11864,343464_MG,42.896305
MAG11865,343464_MG,23.655357
MAG11866,343464_MG,65.95219
MAG11867,343464_MG,456.10712
MAG11868,343464_MG,101.14089
MAG11869,343464_MG,9.80163
MAG11870,343464_MG,96.92481
MAG11871,343464_MG,18.14257
MAG11872,343464_MG,208.33012
MAG11873,343464_MG,50.354904
MAG11874,343464_MG,28.66188
MAG11875,343464_MG,110.46075
MAG11876,343464_MG,41.302788
MAG11877,343464_MG,31.47509
MAG11878,343466_MG,648.43945
MAG11879,343466_MG,674.5073
MAG11880,343466_MG,9.650613
MAG11881,343469_MG,239.88208
MAG11882,343471_MG,105.024506
MAG11883,343471_MG,740.1779
MAG11884,343471_MG,506.13516
MAG11885,343474_MG,9.598189
MAG11886,343474_MG,7.0336432
MAG11887,343474_MG,8.435168
MAG11888,343474_MG,10.197816
MAG11889,343474_MG,81.425125
MAG11890,343474_MG,9.5713
MAG11891,343474_MG,7.88895
MAG11892,343474_MG,13.16521
MAG11893,343474_MG,53.315166
MAG11894,343474_MG,9.077299
MAG11895,343474_MG,25.199865
MAG11896,343474_MG,20.596169
MAG11897,343474_MG,8.568413
MAG11898,343474_MG,131.95393
MAG11899,343477_MG,14.173278
MAG11900,343477_MG,16.730389
MAG11901,343479_MG,24.154137
MAG11902,343479_MG,29.265442
MAG11903,343479_MG,33.026367
MAG11904,343479_MG,196.60423
MAG11905,343479_MG,54.74473
MAG11906,343479_MG,24.119682
MAG11907,343479_MG,95.72799
MAG11908,343483_MG,66.0294
MAG11909,343483_MG,34.77101
MAG11910,343483_MG,65.25399
MAG11911,343483_MG,52.857014
MAG11912,343483_MG,324.42355
MAG11913,343483_MG,140.29172
MAG11914,343483_MG,135.33258
MAG11915,343483_MG,33.168
MAG11916,343483_MG,41.76128
MAG11917,343483_MG,12.846853
MAG11918,343483_MG,27.890005
MAG11919,343483_MG,16.946865
MAG11920,343483_MG,161.90417
MAG11921,343483_MG,52.345413
MAG11922,343483_MG,30.520954
MAG11923,343483_MG,20.614315
MAG11924,343483_MG,43.744476
MAG11925,343483_MG,745.4279
MAG11926,343483_MG,339.3907
MAG11927,343489_MG,63.076664
MAG11928,343489_MG,35.917988
MAG11929,343489_MG,203.52885
MAG11930,343489_MG,49.737087
MAG11931,343489_MG,171.60263
MAG11932,343489_MG,97.607086
MAG11933,343493_MG,102.25732
MAG11934,343493_MG,43.350235
MAG11935,343493_MG,1646.2496
MAG11936,343494_MG,95.99558
MAG11937,343494_MG,29.958025
MAG11938,343494_MG,205.54503
MAG11939,343494_MG,429.2477
MAG11940,343494_MG,21.66757
MAG11941,343494_MG,57.731182
MAG11942,343494_MG,12.748337
MAG11943,343494_MG,15.25435
MAG11944,343498_MG,39.581913
MAG11945,343498_MG,72.1292
MAG11946,343498_MG,112.60973
MAG11947,343498_MG,106.62549
MAG11948,343498_MG,13.630573
MAG11949,343498_MG,60.767296
MAG11950,343498_MG,379.16183
MAG11951,343498_MG,12.777654
MAG11952,343498_MG,75.29628
MAG11953,343498_MG,215.15683
MAG11954,343498_MG,80.90972
MAG11955,343498_MG,50.715614
MAG11956,343498_MG,45.9977
MAG11957,343498_MG,9.275256
MAG11958,343498_MG,138.96712
MAG11959,343498_MG,41.72534
MAG11960,343498_MG,432.06348
MAG11961,343499_MG,74.28024
MAG11962,343499_MG,11.673875
MAG11963,343500_MG,78.49855
MAG11964,343500_MG,26.805544
MAG11965,343500_MG,179.00475
MAG11966,343504_MG,17.320642
MAG11967,343504_MG,329.64938
MAG11968,343504_MG,1222.4586
MAG11969,343504_MG,254.73735
MAG11970,343504_MG,49.08149
MAG11971,343504_MG,49.581333
MAG11972,343504_MG,19.042109
MAG11973,343504_MG,22.546085
MAG11974,343504_MG,92.69709
MAG11975,343504_MG,46.392433
MAG11976,343504_MG,11.397608
MAG11977,343504_MG,384.94855
MAG11978,343506_MG,66.44822
MAG11979,343506_MG,16.945541
MAG11980,343506_MG,33.828594
MAG11981,343506_MG,33.136776
MAG11982,343506_MG,37.605976
MAG11983,343506_MG,65.62808
MAG11984,343506_MG,16.387377
MAG11985,343506_MG,16.153212
MAG11986,343506_MG,24.504286
MAG11987,343506_MG,17.444572
MAG11988,343506_MG,56.87353
MAG11989,343506_MG,13.068102
MAG11990,343506_MG,42.778824
MAG11991,343506_MG,40.06099
MAG11992,343509_MG,102.98929
MAG11993,343509_MG,46.619587
MAG11994,343511_MG,612.4266
MAG11995,343511_MG,95.86022
MAG11996,343514_MG,6.7936115
MAG11997,343514_MG,76.015594
MAG11998,343514_MG,15.493518
MAG11999,343514_MG,38.406075
MAG12000,343514_MG,12.785098
MAG12001,343514_MG,46.75687
MAG12002,343514_MG,50.776196
MAG12003,343514_MG,62.940094
MAG12004,343514_MG,45.817005
MAG12005,343514_MG,36.43814
MAG12006,343514_MG,11.257423
MAG12007,343514_MG,29.18324
MAG12008,343514_MG,11.917689
MAG12009,343514_MG,11.588024
MAG12010,343514_MG,6.1380954
MAG12011,343514_MG,7.0573745
MAG12012,343517_MG,88.42811
MAG12013,343517_MG,111.83671
MAG12014,343517_MG,1491.9447
MAG12015,343517_MG,20.962393
MAG12016,343517_MG,44.560074
MAG12017,343517_MG,9.470693
MAG12018,343517_MG,56.415787
MAG12019,343517_MG,36.742508
MAG12020,343517_MG,12.572805
MAG12021,343517_MG,17.799128
MAG12022,343517_MG,42.988914
MAG12023,343517_MG,9.057218
MAG12024,343517_MG,57.628876
MAG12025,343520_MG,319.10934
MAG12026,343522_MG,10.487536
MAG12027,343522_MG,11.603325
MAG12028,343522_MG,55.458633
MAG12029,343522_MG,54.917366
MAG12030,343522_MG,13.633755
MAG12031,343522_MG,559.80096
MAG12032,343522_MG,570.7417
MAG12033,343522_MG,66.63056
MAG12075,343532_MG,16.194368
MAG12076,343532_MG,11.001725
MAG12077,343532_MG,9.059434
MAG12078,343532_MG,46.954697
MAG12079,343532_MG,10.366422
MAG12080,343532_MG,11.190655
MAG12081,343532_MG,9.873695
MAG12082,343532_MG,10.612
MAG12083,343540_MG,45.27437
MAG12084,343540_MG,79.157265
MAG12085,343540_MG,29.513016
MAG12086,343540_MG,12.818042
MAG12087,343540_MG,39.325874
MAG12088,343540_MG,8.292624
MAG12089,343540_MG,8.67009
MAG12090,343540_MG,56.949917
MAG12091,343540_MG,49.08218
MAG12092,343540_MG,7.637439
MAG12093,343540_MG,10.160385
MAG12094,343540_MG,15.355565
MAG12095,343540_MG,10.676102
MAG12096,343540_MG,31.687632
MAG12097,343540_MG,9.581656
MAG12098,343540_MG,2539.2827
MAG12099,343543_MG,354.5916
MAG12100,343543_MG,15.3467245
MAG12101,343543_MG,12.88603
MAG12102,343543_MG,273.75134
MAG12103,343543_MG,128.32704
MAG12104,343543_MG,37.37812
MAG12105,343543_MG,73.39873
MAG12106,343543_MG,16.876814
MAG12107,343543_MG,22.381271
MAG12108,343543_MG,405.9753
MAG12109,343543_MG,135.05046
MAG12110,343543_MG,189.01656
MAG12111,343543_MG,70.78048
MAG12112,343543_MG,13.395186
MAG12113,343543_MG,9.595794
MAG12114,343543_MG,24.69667
MAG12115,343543_MG,16.191431
MAG12116,343543_MG,18.484764
MAG12117,343543_MG,79.993515
MAG12118,343543_MG,124.71958
MAG12119,343543_MG,21.517033
MAG12120,343543_MG,20.86072
MAG12121,343545_MG,59.942524
MAG12122,343545_MG,2859.653
MAG12123,343545_MG,578.2042
MAG12124,343547_MG,72.61101
MAG12125,343547_MG,1147.3729
MAG12126,343547_MG,46.769188
MAG12127,343547_MG,155.79825
MAG12128,343547_MG,278.96335
MAG12129,343550_MG,12.345745
MAG12130,343554_MG,265.67816
MAG12131,343554_MG,158.69707
MAG12132,343555_MG,25.976007
MAG12133,343555_MG,1230.4583
MAG12134,343557_MG,98.90072
MAG12135,343560_MG,157.2101
MAG12136,343560_MG,18.324547
MAG12137,343563_MG,19.17189
MAG12138,343563_MG,50.838593
MAG12139,343563_MG,51.391396
MAG12140,343563_MG,1917.1477
MAG12141,343563_MG,137.47345
MAG12142,343563_MG,21.755146
MAG12143,343563_MG,7.8217473
MAG12144,343563_MG,16.74526
MAG12145,343563_MG,10.022873
MAG12146,343563_MG,14.454636
MAG12147,343563_MG,64.91513
MAG12148,343563_MG,137.83418
MAG12149,343563_MG,19.999035
MAG12150,343570_MG,17.964464
MAG12151,343570_MG,14.242793
MAG12152,343570_MG,27.473663
MAG12153,343574_MG,18.89306
MAG12154,343574_MG,272.88727
MAG12155,343574_MG,902.03796
MAG12156,343576_MG,31.099411
MAG12157,343576_MG,259.9155
MAG12158,343576_MG,113.02857
MAG12159,343576_MG,121.51512
MAG12160,343576_MG,17.679058
MAG12161,343576_MG,21.466904
MAG12162,343576_MG,186.7242
MAG12163,343576_MG,11.915885
MAG12164,343576_MG,58.31654
MAG12165,343576_MG,15.765244
MAG12166,343576_MG,76.14138
MAG12167,343576_MG,293.5247
MAG12168,343576_MG,68.77642
MAG12169,343576_MG,45.34507
MAG12170,343576_MG,8.741634
MAG12171,343576_MG,109.45611
MAG12172,343576_MG,69.41172
MAG12173,343576_MG,8.646591
MAG12174,343576_MG,42.71923
MAG12175,343576_MG,48.513767
MAG12176,343576_MG,20.683727
MAG12177,343576_MG,55.95782
MAG12178,343576_MG,150.2425
MAG12179,343576_MG,7.102064
MAG12180,343576_MG,8.315797
MAG12181,343576_MG,8.522037
MAG12182,343576_MG,13.038987
MAG12183,343576_MG,126.02536
MAG12184,343576_MG,37.313942
MAG12185,343576_MG,570.2315
MAG12186,343578_MG,16.76699
MAG12187,343578_MG,73.40826
MAG12188,343578_MG,50.5317
MAG12189,343578_MG,26.90397
MAG12190,343578_MG,183.80618
MAG12191,343578_MG,37.90205
MAG12192,343581_MG,83.990036
MAG12193,343581_MG,210.59415
MAG12194,343583_MG,19.462605
MAG12195,343583_MG,11.216691
MAG12196,343583_MG,29.32537
MAG12197,343583_MG,49.15034
MAG12198,343586_MG,138.68031
MAG12199,343586_MG,148.26938
MAG12200,343586_MG,43.085976
MAG12201,343586_MG,268.16385
MAG12202,343586_MG,144.29298
MAG12203,343586_MG,11.966142
MAG12204,343586_MG,11.3614435
MAG12205,343586_MG,13.254987
MAG12206,343586_MG,39.80937
MAG12207,343586_MG,328.15704
MAG12208,343586_MG,68.46675
MAG12209,343586_MG,44.176903
MAG12210,343586_MG,42.413586
MAG12211,343586_MG,24.432993
MAG12212,343586_MG,11.982755
MAG12213,343586_MG,14.930881
MAG12214,343586_MG,2231.9402
MAG12215,343586_MG,193.80363
MAG12216,343586_MG,13.163267
MAG12217,343586_MG,33.656475
MAG12218,343586_MG,169.97055
MAG12219,343586_MG,1526.9752
MAG12220,343588_MG,13.845602
MAG12221,343588_MG,54.70018
MAG12222,343588_MG,9.763251
MAG12223,343588_MG,139.75377
MAG12224,343588_MG,11.060009
MAG12225,343588_MG,17.349478
MAG12226,343588_MG,262.73068
MAG12227,343588_MG,1488.6703
MAG12228,343588_MG,31.961485
MAG12229,343588_MG,63.604275
MAG12230,343588_MG,15.576707
MAG12231,343588_MG,68.587906
MAG12232,343588_MG,31.200617
MAG12233,343588_MG,11.688241
MAG12234,343588_MG,550.39856
MAG12235,343588_MG,111.27308
MAG12236,343592_MG,2718.0903
MAG12237,343593_MG,79.32899
MAG12238,343593_MG,59.84241
MAG12239,343593_MG,393.70184
MAG12240,343593_MG,136.42009
MAG12241,343593_MG,167.73863
MAG12242,343593_MG,511.56854
MAG12243,343593_MG,67.14606
MAG12244,343593_MG,889.8264
MAG12245,343593_MG,317.5421
MAG12246,343594_MG,26.220064
MAG12247,343594_MG,1815.041
MAG12248,343598_MG,29.715204
MAG12249,343598_MG,41.37305
MAG12250,343598_MG,35.228016
MAG12251,343598_MG,104.29373
MAG12252,343598_MG,72.834
MAG12253,343598_MG,207.5981
MAG12254,343598_MG,180.37688
MAG12255,343598_MG,53.101864
MAG12256,343598_MG,89.00483
MAG12257,343598_MG,47.7168
MAG12258,343598_MG,28.67471
MAG12259,343598_MG,185.93793
MAG12260,343598_MG,290.0205
MAG12261,343598_MG,85.628746
MAG12262,343598_MG,85.350655
MAG12263,343598_MG,45.824894
MAG12264,343598_MG,496.96503
MAG12265,343598_MG,70.189384
MAG12266,343598_MG,70.28479
MAG12267,343598_MG,356.28723
MAG12268,343598_MG,160.8633
MAG12269,343598_MG,31.656376
MAG12270,343598_MG,48.184628
MAG12271,343599_MG,929.41986
MAG12272,343599_MG,11.819702
MAG12273,343599_MG,10.268939
MAG12274,343599_MG,24.398237
MAG12275,343599_MG,157.05412
MAG12276,343599_MG,121.428375
MAG12277,343599_MG,16.657022
MAG12278,343599_MG,51.95045
MAG12279,343599_MG,25.149178
MAG12280,343599_MG,63.57447
MAG12281,343599_MG,95.14357
MAG12282,343603_MG,12.639611
MAG12283,343603_MG,31.28192
MAG12284,343603_MG,5.856138
MAG12285,343603_MG,163.8187
MAG12286,343603_MG,79.46298
MAG12287,343603_MG,7.988342
MAG12288,343603_MG,28.741508
MAG12289,343603_MG,7.288832
MAG12290,343603_MG,164.23772
MAG12291,343603_MG,10.462663
MAG12292,343603_MG,8.197295
MAG12293,343603_MG,84.17892
MAG12294,343603_MG,22.711323
MAG12295,343603_MG,9.756356
MAG12296,343603_MG,12.285161
MAG12297,343603_MG,150.6968
MAG12298,343603_MG,50.371986
MAG12299,343603_MG,103.45481
MAG12300,343603_MG,9.3600025
MAG12301,343603_MG,23.944187
MAG12302,343603_MG,36.843426
MAG12303,343603_MG,18.744293
MAG12304,343603_MG,36.54164
MAG12305,343603_MG,7.2608924
MAG12306,343603_MG,9.500845
MAG12307,343603_MG,207.508
MAG12308,343603_MG,11.821809
MAG12309,343603_MG,17.77619
MAG12310,343606_MG,900.6888
MAG12311,343608_MG,3590.0115
MAG12312,343612_MG,40.578575
MAG12313,343612_MG,55.184616
MAG12314,343612_MG,110.21773
MAG12315,343612_MG,23.531767
MAG12316,343612_MG,14.683847
MAG12317,343612_MG,196.72902
MAG12318,343613_MG,23.303112
MAG12319,343613_MG,1762.9144
MAG12320,343616_MG,91.90517
MAG12321,343616_MG,152.01297
MAG12322,343616_MG,316.24286
MAG12323,343616_MG,18.814207
MAG12324,343616_MG,9.627192
MAG12325,343616_MG,14.184543
MAG12326,343616_MG,8.925155
MAG12327,343616_MG,8.436789
MAG12328,343618_MG,2584.7124
MAG12329,343619_MG,25.81196
MAG12330,343619_MG,231.2687
MAG12331,343619_MG,261.89172
MAG12332,343619_MG,32.74467
MAG12333,343619_MG,162.81563
MAG12334,343619_MG,12.195829
MAG12335,343619_MG,16.720592
MAG12336,343619_MG,83.20952
MAG12337,343619_MG,135.62253
MAG12338,343619_MG,239.02008
MAG12339,343619_MG,12.222493
MAG12340,343619_MG,548.49176
MAG12341,343619_MG,14.4265
MAG12342,343619_MG,85.840935
MAG12343,343619_MG,1210.8108
MAG12344,343619_MG,14.769177
MAG12345,343619_MG,564.1183
MAG12346,343619_MG,18.896017
MAG12347,343619_MG,290.2912
MAG12348,343619_MG,23.44786
MAG12349,343619_MG,209.0575
MAG12350,343619_MG,211.70714
MAG12351,343619_MG,61.683224
MAG12352,343619_MG,71.458115
MAG12353,343623_MG,174.96599
MAG12354,343625_MG,2031.7393
MAG12355,343628_MG,17.199636
MAG12356,343628_MG,322.59164
MAG12357,343628_MG,212.2553
MAG12358,343628_MG,17.310713
MAG12359,343629_MG,175.04694
MAG12360,343629_MG,36.542027
MAG12361,343629_MG,24.085918
MAG12362,343629_MG,27.070026
MAG12363,343629_MG,20.906279
MAG12364,343629_MG,6.6882825
MAG12365,343629_MG,16.589373
MAG12366,343629_MG,9.91287
MAG12367,343629_MG,67.09609
MAG12368,343629_MG,34.090206
MAG12369,343629_MG,11.409885
MAG12370,343629_MG,9.481413
MAG12371,343629_MG,472.75034
MAG12372,343629_MG,32.320625
MAG12373,343633_MG,17.634424
MAG12374,343633_MG,14.1235895
MAG12375,343633_MG,11.147435
MAG12376,343633_MG,29.07356
MAG12377,343633_MG,181.16637
MAG12378,343633_MG,187.07526
MAG12379,343633_MG,128.44995
MAG12380,343633_MG,27.257269
MAG12381,343633_MG,26.988123
MAG12382,343633_MG,755.55115
MAG12383,343633_MG,95.245865
MAG12384,343633_MG,33.91428
MAG12385,343633_MG,38.526554
MAG12386,343633_MG,14.440337
MAG12387,343633_MG,18.80852
MAG12388,343633_MG,14.252225
MAG12389,343633_MG,9.9019985
MAG12390,343633_MG,9.708186
MAG12391,343636_MG,14.6813135
MAG12392,343636_MG,36.95874
MAG12393,343636_MG,51.072067
MAG12394,343636_MG,97.03429
MAG12395,343636_MG,11.452243
MAG12396,343636_MG,11.274405
MAG12397,343636_MG,2967.541
MAG12398,343636_MG,26.403326
MAG12399,343636_MG,437.67487
MAG12400,343636_MG,20.7932
MAG12401,343636_MG,113.3988
MAG12402,343636_MG,20.891296
MAG12403,343638_MG,26.489996
MAG12404,343638_MG,177.23555
MAG12405,343638_MG,58.482834
MAG12406,343638_MG,92.81202
